paper_title,paper_authors
DualSDF: Semantic Shape Manipulation Using a Two-Level Representation,"Zekun Hao, Hadar Averbuch-Elor, Noah Snavely, Serge Belongie"
DuDoRNet: Learning a Dual-Domain Recurrent Network for Fast MRI Reconstruction With Deep T1 Prior,"Bo Zhou, S. Kevin Zhou"
Label Distribution Learning on Auxiliary Label Space Graphs for Facial Expression Recognition,"Shikai Chen, Jianfeng Wang, Yuedong Chen, Zhongchao Shi, Xin Geng, Yong Rui"
Can We Learn Heuristics for Graphical Model Inference Using Reinforcement Learning?,"Safa Messaoud, Maghav Kumar, Alexander G. Schwing"
Unsupervised Instance Segmentation in Microscopy Images via Panoptic Domain Adaptation and Task Re-Weighting,"Dongnan Liu, Donghao Zhang, Yang Song, Fan Zhang, Lauren O'Donnell, Heng Huang, Mei Chen, Weidong Cai"
Cross-Modality Person Re-Identification With Shared-Specific Feature Transfer,"Yan Lu, Yue Wu, Bin Liu, Tianzhu Zhang, Baopu Li, Qi Chu, Nenghai Yu"
D3S - A Discriminative Single Shot Segmentation Tracker,"Alan Lukezic, Jiri Matas, Matej Kristan"
Heterogeneous Knowledge Distillation Using Information Flow Modeling,"Nikolaos Passalis, Maria Tzelepi, Anastasios Tefas"
Learning a Unified Sample Weighting Network for Object Detection,"Qi Cai, Yingwei Pan, Yu Wang, Jingen Liu, Ting Yao, Tao Mei"
Cross-Spectral Face Hallucination via Disentangling Independent Factors,"Boyan Duan, Chaoyou Fu, Yi Li, Xingguang Song, Ran He"
CARS: Continuous Evolution for Efficient Neural Architecture Search,"Zhaohui Yang, Yunhe Wang, Xinghao Chen, Boxin Shi, Chao Xu, Chunjing Xu, Qi Tian, Chang Xu"
Joint Semantic Segmentation and Boundary Detection Using Iterative Pyramid Contexts,"Mingmin Zhen, Jinglu Wang, Lei Zhou, Shiwei Li, Tianwei Shen, Jiaxiang Shang, Tian Fang, Long Quan"
Deep Face Super-Resolution With Iterative Collaboration Between Attentive Recovery and Landmark Estimation,"Cheng Ma, Zhenyu Jiang, Yongming Rao, Jiwen Lu, Jie Zhou"
Bi-Directional Interaction Network for Person Search,"Wenkai Dong, Zhaoxiang Zhang, Chunfeng Song, Tieniu Tan"
SLV: Spatial Likelihood Voting for Weakly Supervised Object Detection,"Ze Chen, Zhihang Fu, Rongxin Jiang, Yaowu Chen, Xian-Sheng Hua"
Weakly-Supervised 3D Human Pose Learning via Multi-View Images in the Wild,"Umar Iqbal, Pavlo Molchanov, Jan Kautz"
ZSTAD: Zero-Shot Temporal Activity Detection,"Lingling Zhang, Xiaojun Chang, Jun Liu, Minnan Luo, Sen Wang, Zongyuan Ge, Alexander Hauptmann"
Robust Superpixel-Guided Attentional Adversarial Attack,"Xiaoyi Dong, Jiangfan Han, Dongdong Chen, Jiayang Liu, Huanyu Bian, Zehua Ma, Hongsheng Li, Xiaogang Wang, Weiming Zhang, Nenghai Yu"
Data Uncertainty Learning in Face Recognition,"Jie Chang, Zhonghao Lan, Changmao Cheng, Yichen Wei"
Unpaired Image Super-Resolution Using Pseudo-Supervision,Shunta Maeda
MMTM: Multimodal Transfer Module for CNN Fusion,"Hamid Reza Vaezi Joze, Amirreza Shaban, Michael L. Iuzzolino, Kazuhito Koishida"
Learning Fast and Robust Target Models for Video Object Segmentation,"Andreas Robinson, Felix Jaremo Lawin, Martin Danelljan, Fahad Shahbaz Khan, Michael Felsberg"
Training Quantized Neural Networks With a Full-Precision Auxiliary Module,"Bohan Zhuang, Lingqiao Liu, Mingkui Tan, Chunhua Shen, Ian Reid"
Optical Flow in Dense Foggy Scenes Using Semi-Supervised Learning,"Wending Yan, Aashish Sharma, Robby T. Tan"
Transferring and Regularizing Prediction for Semantic Segmentation,"Yiheng Zhang, Zhaofan Qiu, Ting Yao, Chong-Wah Ngo, Dong Liu, Tao Mei"
ReSprop: Reuse Sparsified Backpropagation,"Negar Goli, Tor M. Aamodt"
Learning Memory-Guided Normality for Anomaly Detection,"Hyunjong Park, Jongyoun Noh, Bumsub Ham"
Adaptive Loss-Aware Quantization for Multi-Bit Networks,"Zhongnan Qu, Zimu Zhou, Yun Cheng, Lothar Thiele"
Blindly Assess Image Quality in the Wild Guided by a Self-Adaptive Hyper Network,"Shaolin Su, Qingsen Yan, Yu Zhu, Cheng Zhang, Xin Ge, Jinqiu Sun, Yanning Zhang"
MLCVNet: Multi-Level Context VoteNet for 3D Object Detection,"Qian Xie, Yu-Kun Lai, Jing Wu, Zhoutao Wang, Yiming Zhang, Kai Xu, Jun Wang"
MaskGAN: Towards Diverse and Interactive Facial Image Manipulation,"Cheng-Han Lee, Ziwei Liu, Lingyun Wu, Ping Luo"
Bundle Adjustment on a Graph Processor,"Joseph Ortiz, Mark Pupilli, Stefan Leutenegger, Andrew J. Davison"
SQuINTing at VQA Models: Introspecting VQA Models With Sub-Questions,"Ramprasaath R. Selvaraju, Purva Tendulkar, Devi Parikh, Eric Horvitz, Marco Tulio Ribeiro, Besmira Nushi, Ece Kamar"
ClusterFit: Improving Generalization of Visual Representations,"Xueting Yan, Ishan Misra, Abhinav Gupta, Deepti Ghadiyaram, Dhruv Mahajan"
Multi-View Neural Human Rendering,"Minye Wu, Yuehao Wang, Qiang Hu, Jingyi Yu"
VectorNet: Encoding HD Maps and Agent Dynamics From Vectorized Representation,"Jiyang Gao, Chen Sun, Hang Zhao, Yi Shen, Dragomir Anguelov, Congcong Li, Cordelia Schmid"
Robust Homography Estimation via Dual Principal Component Pursuit,"Tianjiao Ding, Yunchen Yang, Zhihui Zhu, Daniel P. Robinson, Rene Vidal, Laurent Kneip, Manolis C. Tsakiris"
Self-Supervised Monocular Trained Depth Estimation Using Self-Attention and Discrete Disparity Volume,"Adrian Johnston, Gustavo Carneiro"
Through Fog High-Resolution Imaging Using Millimeter Wave Radar,"Junfeng Guan, Sohrab Madani, Suraj Jog, Saurabh Gupta, Haitham Hassanieh"
Face X-Ray for More General Face Forgery Detection,"Lingzhi Li, Jianmin Bao, Ting Zhang, Hao Yang, Dong Chen, Fang Wen, Baining Guo"
Joint Filtering of Intensity Images and Neuromorphic Events for High-Resolution Noise-Robust Imaging,"Zihao W. Wang, Peiqi Duan, Oliver Cossairt, Aggelos Katsaggelos, Tiejun Huang, Boxin Shi"
Self-Supervised Learning of Video-Induced Visual Invariances,"Michael Tschannen, Josip Djolonga, Marvin Ritter, Aravindh Mahendran, Neil Houlsby, Sylvain Gelly, Mario Lucic"
Exploring Unlabeled Faces for Novel Attribute Discovery,"Hyojin Bahng, Sunghyo Chung, Seungjoo Yoo, Jaegul Choo"
Automatic Neural Network Compression by Sparsity-Quantization Joint Learning: A Constrained Optimization-Based Approach,"Haichuan Yang, Shupeng Gui, Yuhao Zhu, Ji Liu"
Butterfly Transform: An Efficient FFT Based Neural Architecture Design,"Keivan Alizadeh vahid, Anish Prabhu, Ali Farhadi, Mohammad Rastegari"
Spatially Attentive Output Layer for Image Classification,"Ildoo Kim, Woonhyuk Baek, Sungwoong Kim"
When2com: Multi-Agent Perception via Communication Graph Grouping,"Yen-Cheng Liu, Junjiao Tian, Nathaniel Glaser, Zsolt Kira"
Cross-Domain Detection via Graph-Induced Prototype Alignment,"Minghao Xu, Hang Wang, Bingbing Ni, Qi Tian, Wenjun Zhang"
A Shared Multi-Attention Framework for Multi-Label Zero-Shot Learning,"Dat Huynh, Ehsan Elhamifar"
"MAGSAC++, a Fast, Reliable and Accurate Robust Estimator","Daniel Barath, Jana Noskova, Maksym Ivashechkin, Jiri Matas"
What Makes Training Multi-Modal Classification Networks Hard?,"Weiyao Wang, Du Tran, Matt Feiszli"
Optical Flow in the Dark,"Yinqiang Zheng, Mingfang Zhang, Feng Lu"
Organ at Risk Segmentation for Head and Neck Cancer Using Stratified Learning and Neural Architecture Search,"Dazhou Guo, Dakai Jin, Zhuotun Zhu, Tsung-Ying Ho, Adam P. Harrison, Chun-Hung Chao, Jing Xiao, Le Lu"
Sparse Layered Graphs for Multi-Object Segmentation,"Niels Jeppesen, Anders N. Christensen, Vedrana A. Dahl, Anders B. Dahl"
Painting Many Pasts: Synthesizing Time Lapse Videos of Paintings,"Amy Zhao, Guha Balakrishnan, Kathleen M. Lewis, Fredo Durand, John V. Guttag, Adrian V. Dalca"
Learning Human-Object Interaction Detection Using Interaction Points,"Tiancai Wang, Tong Yang, Martin Danelljan, Fahad Shahbaz Khan, Xiangyu Zhang, Jian Sun"
Few-Shot Class-Incremental Learning,"Xiaoyu Tao, Xiaopeng Hong, Xinyuan Chang, Songlin Dong, Xing Wei, Yihong Gong"
Learning a Neural Solver for Multiple Object Tracking,"Guillem Braso, Laura Leal-Taixe"
Deep Kinematics Analysis for Monocular 3D Human Pose Estimation,"Jingwei Xu, Zhenbo Yu, Bingbing Ni, Jiancheng Yang, Xiaokang Yang, Wenjun Zhang"
Exploring Bottom-Up and Top-Down Cues With Attentive Learning for Webly Supervised Object Detection,"Zhonghua Wu, Qingyi Tao, Guosheng Lin, Jianfei Cai"
Rethinking Data Augmentation for Image Super-resolution: A Comprehensive Analysis and a New Strategy,"Jaejun Yoo, Namhyuk Ahn, Kyung-Ah Sohn"
Domain Decluttering: Simplifying Images to Mitigate Synthetic-Real Domain Shift and Improve Depth Estimation,"Yunhan Zhao, Shu Kong, Daeyun Shin, Charless Fowlkes"
SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization,"Xianzhi Du, Tsung-Yi Lin, Pengchong Jin, Golnaz Ghiasi, Mingxing Tan, Yin Cui, Quoc V. Le, Xiaodan Song"
Evade Deep Image Retrieval by Stashing Private Images in the Hash Space,"Yanru Xiao, Cong Wang, Xing Gao"
End-to-End Illuminant Estimation Based on Deep Metric Learning,"Bolei Xu, Jingxin Liu, Xianxu Hou, Bozhi Liu, Guoping Qiu"
LatentFusion: End-to-End Differentiable Reconstruction and Rendering for Unseen Object Pose Estimation,"Keunhong Park, Arsalan Mousavian, Yu Xiang, Dieter Fox"
GanHand: Predicting Human Grasp Affordances in Multi-Object Scenes,"Enric Corona, Albert Pumarola, Guillem Alenya, Francesc Moreno-Noguer, Gregory Rogez"
PatchVAE: Learning Local Latent Codes for Recognition,"Kamal Gupta, Saurabh Singh, Abhinav Shrivastava"
Offset Bin Classification Network for Accurate Object Detection,"Heqian Qiu, Hongliang Li, Qingbo Wu, Hengcan Shi"
"EventSR: From Asynchronous Events to Image Reconstruction, Restoration, and Super-Resolution via End-to-End Adversarial Learning","Lin Wang, Tae-Kyun Kim, Kuk-Jin Yoon"
FSS-1000: A 1000-Class Dataset for Few-Shot Segmentation,"Xiang Li, Tianhan Wei, Yau Pun Chen, Yu-Wing Tai, Chi-Keung Tang"
Generating Accurate Pseudo-Labels in Semi-Supervised Learning and Avoiding Overconfident Predictions via Hermite Polynomial Activations,"Vishnu Suresh Lokhande, Songwong Tasneeyapant, Abhay Venkatesh, Sathya N. Ravi, Vikas Singh"
Quaternion Product Units for Deep Learning on 3D Rotation Groups,"Xuan Zhang, Shaofei Qin, Yi Xu, Hongteng Xu"
Correction Filter for Single Image Super-Resolution: Robustifying Off-the-Shelf Deep Super-Resolvers,"Shady Abu Hussein, Tom Tirer, Raja Giryes"
MiLeNAS: Efficient Neural Architecture Search via Mixed-Level Reformulation,"Chaoyang He, Haishan Ye, Li Shen, Tong Zhang"
3D Human Mesh Regression With Dense Correspondence,"Wang Zeng, Wanli Ouyang, Ping Luo, Wentao Liu, Xiaogang Wang"
Adversarial Robustness: From Self-Supervised Pre-Training to Fine-Tuning,"Tianlong Chen, Sijia Liu, Shiyu Chang, Yu Cheng, Lisa Amini, Zhangyang Wang"
G-TAD: Sub-Graph Localization for Temporal Action Detection,"Mengmeng Xu, Chen Zhao, David S. Rojas, Ali Thabet, Bernard Ghanem"
Learning to Shadow Hand-Drawn Sketches,"Qingyuan Zheng, Zhuoru Li, Adam Bargteil"
Efficient Adversarial Training With Transferable Adversarial Examples,"Haizhong Zheng, Ziqi Zhang, Juncheng Gu, Honglak Lee, Atul Prakash"
Learning Saliency Propagation for Semi-Supervised Instance Segmentation,"Yanzhao Zhou, Xin Wang, Jianbin Jiao, Trevor Darrell, Fisher Yu"
Optimizing Rank-Based Metrics With Blackbox Differentiation,"Michal Rolinek, Vit Musil, Anselm Paulus, Marin Vlastelica, Claudio Michaelis, Georg Martius"
Adversarial Texture Optimization From RGB-D Scans,"Jingwei Huang, Justus Thies, Angela Dai, Abhijit Kundu, Chiyu ""Max"" Jiang, Leonidas J. Guibas, Matthias Niessner, Thomas Funkhouser"
Dataless Model Selection With the Deep Frame Potential,"Calvin Murdock, Simon Lucey"
Fast Texture Synthesis via Pseudo Optimizer,"Wu Shi, Yu Qiao"
PIFuHD: Multi-Level Pixel-Aligned Implicit Function for High-Resolution 3D Human Digitization,"Shunsuke Saito, Tomas Simon, Jason Saragih, Hanbyul Joo"
MUXConv: Information Multiplexing in Convolutional Neural Networks,"Zhichao Lu, Kalyanmoy Deb, Vishnu Naresh Boddeti"
ENSEI: Efficient Secure Inference via Frequency-Domain Homomorphic Convolution for Privacy-Preserving Visual Recognition,"Song Bian, Tianchen Wang, Masayuki Hiromoto, Yiyu Shi, Takashi Sato"
TextureFusion: High-Quality Texture Acquisition for Real-Time RGB-D Scanning,"Joo Ho Lee, Hyunho Ha, Yue Dong, Xin Tong, Min H. Kim"
Learning to Segment 3D Point Clouds in 2D Image Space,"Yecheng Lyu, Xinming Huang, Ziming Zhang"
Learning Dynamic Relationships for 3D Human Motion Prediction,"Qiongjie Cui, Huaijiang Sun, Fei Yang"
TomoFluid: Reconstructing Dynamic Fluid From Sparse View Videos,"Guangming Zang, Ramzi Idoughi, Congli Wang, Anthony Bennett, Jianguo Du, Scott Skeen, William L. Roberts, Peter Wonka, Wolfgang Heidrich"
Interactive Image Segmentation With First Click Attention,"Zheng Lin, Zhao Zhang, Lin-Zhuo Chen, Ming-Ming Cheng, Shao-Ping Lu"
SAM: The Sensitivity of Attribution Methods to Hyperparameters,"Naman Bansal, Chirag Agarwal, Anh Nguyen"
Point Cloud Completion by Skip-Attention Network With Hierarchical Folding,"Xin Wen, Tianyang Li, Zhizhong Han, Yu-Shen Liu"
Attention Convolutional Binary Neural Tree for Fine-Grained Visual Categorization,"Ruyi Ji, Longyin Wen, Libo Zhang, Dawei Du, Yanjun Wu, Chen Zhao, Xianglong Liu, Feiyue Huang"
Learning to Optimize on SPD Manifolds,"Zhi Gao, Yuwei Wu, Yunde Jia, Mehrtash Harandi"
Revisiting Knowledge Distillation via Label Smoothing Regularization,"Li Yuan, Francis EH Tay, Guilin Li, Tao Wang, Jiashi Feng"
Dynamic Convolution: Attention Over Convolution Kernels,"Yinpeng Chen, Xiyang Dai, Mengchen Liu, Dongdong Chen, Lu Yuan, Zicheng Liu"
RGBD-Dog: Predicting Canine Pose from RGBD Sensors,"Sinead Kearney, Wenbin Li, Martin Parsons, Kwang In Kim, Darren Cosker"
Modeling Biological Immunity to Adversarial Examples,"Edward Kim, Jocelyn Rego, Yijing Watkins, Garrett T. Kenyon"
Transform and Tell: Entity-Aware News Image Captioning,"Alasdair Tran, Alexander Mathews, Lexing Xie"
CookGAN: Causality Based Text-to-Image Synthesis,"Bin Zhu, Chong-Wah Ngo"
Rethinking Differentiable Search for Mixed-Precision Neural Networks,"Zhaowei Cai, Nuno Vasconcelos"
MTL-NAS: Task-Agnostic Neural Architecture Search Towards General-Purpose Multi-Task Learning,"Yuan Gao, Haoping Bai, Zequn Jie, Jiayi Ma, Kui Jia, Wei Liu"
Image Based Virtual Try-On Network From Unpaired Data,"Assaf Neuberger, Eran Borenstein, Bar Hilleli, Eduard Oks, Sharon Alpert"
Wavelet Synthesis Net for Disparity Estimation to Synthesize DSLR Calibre Bokeh Effect on Smartphones,"Chenchi Luo, Yingmao Li, Kaimo Lin, George Chen, Seok-Jun Lee, Jihwan Choi, Youngjun Francis Yoo, Michael O. Polley"
12-in-1: Multi-Task Vision and Language Representation Learning,"Jiasen Lu, Vedanuj Goswami, Marcus Rohrbach, Devi Parikh, Stefan Lee"
EventCap: Monocular 3D Capture of High-Speed Human Motions Using an Event Camera,"Lan Xu, Weipeng Xu, Vladislav Golyanik, Marc Habermann, Lu Fang, Christian Theobalt"
Structure-Guided Ranking Loss for Single Image Depth Prediction,"Ke Xian, Jianming Zhang, Oliver Wang, Long Mai, Zhe Lin, Zhiguo Cao"
Disentangling Physical Dynamics From Unknown Factors for Unsupervised Video Prediction,"Vincent Le Guen, Nicolas Thome"
Dreaming to Distill: Data-Free Knowledge Transfer via DeepInversion,"Hongxu Yin, Pavlo Molchanov, Jose M. Alvarez, Zhizhong Li, Arun Mallya, Derek Hoiem, Niraj K. Jha, Jan Kautz"
Perspective Plane Program Induction From a Single Image,"Yikai Li, Jiayuan Mao, Xiuming Zhang, William T. Freeman, Joshua B. Tenenbaum, Jiajun Wu"
Gold Seeker: Information Gain From Policy Distributions for Goal-Oriented Vision-and-Langauge Reasoning,"Ehsan Abbasnejad, Iman Abbasnejad, Qi Wu, Javen Shi, Anton van den Hengel"
Spherical Space Domain Adaptation With Robust Pseudo-Label Loss,"Xiang Gu, Jian Sun, Zongben Xu"
ActionBytes: Learning From Trimmed Videos to Localize Actions,"Mihir Jain, Amir Ghodrati, Cees G. M. Snoek"
Beyond Short-Term Snippet: Video Relation Detection With Spatio-Temporal Global Context,"Chenchen Liu, Yang Jin, Kehan Xu, Guoqiang Gong, Yadong Mu"
Approximating shapes in images with low-complexity polygons,"Muxingzi Li, Florent Lafarge, Renaud Marlet"
Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction,"Fuyang Zhang, Nelson Nauata, Yasutaka Furukawa"
Semi-Supervised Semantic Image Segmentation With Self-Correcting Networks,"Mostafa S. Ibrahim, Arash Vahdat, Mani Ranjbar, William G. Macready"
Vec2Face: Unveil Human Faces From Their Blackbox Features in Face Recognition,"Chi Nhan Duong, Thanh-Dat Truong, Khoa Luu, Kha Gia Quach, Hung Bui, Kaushik Roy"
Novel Object Viewpoint Estimation Through Reconstruction Alignment,"Mohamed El Banani, Jason J. Corso, David F. Fouhey"
BBN: Bilateral-Branch Network With Cumulative Learning for Long-Tailed Visual Recognition,"Boyan Zhou, Quan Cui, Xiu-Shen Wei, Zhao-Min Chen"
SiamCAR: Siamese Fully Convolutional Classification and Regression for Visual Tracking,"Dongyan Guo, Jun Wang, Ying Cui, Zhenhua Wang, Shengyong Chen"
PaStaNet: Toward Human Activity Knowledge Engine,"Yong-Lu Li, Liang Xu, Xinpeng Liu, Xijie Huang, Yue Xu, Shiyi Wang, Hao-Shu Fang, Ze Ma, Mingyang Chen, Cewu Lu"
Sketch Less for More: On-the-Fly Fine-Grained Sketch-Based Image Retrieval,"Ayan Kumar Bhunia, Yongxin Yang, Timothy M. Hospedales, Tao Xiang, Yi-Zhe Song"
Deep Image Spatial Transformation for Person Image Generation,"Yurui Ren, Xiaoming Yu, Junming Chen, Thomas H. Li, Ge Li"
Dynamic Fluid Surface Reconstruction Using Deep Neural Network,"Simron Thapa, Nianyi Li, Jinwei Ye"
STINet: Spatio-Temporal-Interactive Network for Pedestrian Detection and Trajectory Prediction,"Zhishuai Zhang, Jiyang Gao, Junhua Mao, Yukai Liu, Dragomir Anguelov, Congcong Li"
Fashion Editing With Adversarial Parsing Learning,"Haoye Dong, Xiaodan Liang, Yixuan Zhang, Xujie Zhang, Xiaohui Shen, Zhenyu Xie, Bowen Wu, Jian Yin"
MPM: Joint Representation of Motion and Position Map for Cell Tracking,"Junya Hayashida, Kazuya Nishimura, Ryoma Bise"
Intelligent Home 3D: Automatic 3D-House Design From Linguistic Descriptions Only,"Qi Chen, Qi Wu, Rui Tang, Yuhan Wang, Shuai Wang, Mingkui Tan"
Multiview-Consistent Semi-Supervised Learning for 3D Human Pose Estimation,"Rahul Mitra, Nitesh B. Gundavarapu, Abhishek Sharma, Arjun Jain"
AdderNet: Do We Really Need Multiplications in Deep Learning?,"Hanting Chen, Yunhe Wang, Chunjing Xu, Boxin Shi, Chao Xu, Qi Tian, Chang Xu"
Mask Encoding for Single Shot Instance Segmentation,"Rufeng Zhang, Zhi Tian, Chunhua Shen, Mingyu You, Youliang Yan"
Attack to Explain Deep Representation,"Mohammad A. A. K. Jalwana, Naveed Akhtar, Mohammed Bennamoun, Ajmal Mian"
Adaptive Interaction Modeling via Graph Operations Search,"Haoxin Li, Wei-Shi Zheng, Yu Tao, Haifeng Hu, Jian-Huang Lai"
CentripetalNet: Pursuing High-Quality Keypoint Pairs for Object Detection,"Zhiwei Dong, Guoxuan Li, Yue Liao, Fei Wang, Pengju Ren, Chen Qian"
FALCON: A Fourier Transform Based Approach for Fast and Secure Convolutional Neural Network Predictions,"Shaohua Li, Kaiping Xue, Bin Zhu, Chenkai Ding, Xindi Gao, David Wei, Tao Wan"
Differentiable Volumetric Rendering: Learning Implicit 3D Representations Without 3D Supervision,"Michael Niemeyer, Lars Mescheder, Michael Oechsle, Andreas Geiger"
Hierarchical Feature Embedding for Attribute Recognition,"Jie Yang, Jiarou Fan, Yiru Wang, Yige Wang, Weihao Gan, Lin Liu, Wei Wu"
The Knowledge Within: Methods for Data-Free Model Compression,"Matan Haroush, Itay Hubara, Elad Hoffer, Daniel Soudry"
Memory-Efficient Hierarchical Neural Architecture Search for Image Denoising,"Haokui Zhang, Ying Li, Hao Chen, Chunhua Shen"
Mixture Dense Regression for Object Detection and Human Pose Estimation,"Ali Varamesh, Tinne Tuytelaars"
PropagationNet: Propagate Points to Curve to Learn Structure Information,"Xiehe Huang, Weihong Deng, Haifeng Shen, Xiubao Zhang, Jieping Ye"
Embodied Language Grounding With 3D Visual Feature Representations,"Mihir Prabhudesai, Hsiao-Yu Fish Tung, Syed Ashar Javed, Maximilian Sieb, Adam W. Harley, Katerina Fragkiadaki"
Don't Even Look Once: Synthesizing Features for Zero-Shot Detection,"Pengkai Zhu, Hanxiao Wang, Venkatesh Saligrama"
S3VAE: Self-Supervised Sequential VAE for Representation Disentanglement and Data Generation,"Yizhe Zhu, Martin Renqiang Min, Asim Kadav, Hans Peter Graf"
Cascade Cost Volume for High-Resolution Multi-View Stereo and Stereo Matching,"Xiaodong Gu, Zhiwen Fan, Siyu Zhu, Zuozhuo Dai, Feitong Tan, Ping Tan"
"Detection in Crowded Scenes: One Proposal, Multiple Predictions","Xuangeng Chu, Anlin Zheng, Xiangyu Zhang, Jian Sun"
"Same Features, Different Day: Weakly Supervised Feature Learning for Seasonal Invariance","Jaime Spencer, Richard Bowden, Simon Hadfield"
All in One Bad Weather Removal Using Architectural Search,"Ruoteng Li, Robby T. Tan, Loong-Fah Cheong"
Background Data Resampling for Outlier-Aware Classification,"Yi Li, Nuno Vasconcelos"
Implicit Functions in Feature Space for 3D Shape Reconstruction and Completion,"Julian Chibane, Thiemo Alldieck, Gerard Pons-Moll"
Fast-MVSNet: Sparse-to-Dense Multi-View Stereo With Learned Propagation and Gauss-Newton Refinement,"Zehao Yu, Shenghua Gao"
Prime Sample Attention in Object Detection,"Yuhang Cao, Kai Chen, Chen Change Loy, Dahua Lin"
AdaCoSeg: Adaptive Shape Co-Segmentation With Group Consistency Loss,"Chenyang Zhu, Kai Xu, Siddhartha Chaudhuri, Li Yi, Leonidas J. Guibas, Hao Zhang"
Auxiliary Training: Towards Accurate and Robust Models,"Linfeng Zhang, Muzhou Yu, Tong Chen, Zuoqiang Shi, Chenglong Bao, Kaisheng Ma"
Learning Temporal Co-Attention Models for Unsupervised Video Action Localization,"Guoqiang Gong, Xinghan Wang, Yadong Mu, Qi Tian"
Learning Combinatorial Solver for Graph Matching,"Tao Wang, He Liu, Yidong Li, Yi Jin, Xiaohui Hou, Haibin Ling"
Cascaded Human-Object Interaction Recognition,"Tianfei Zhou, Wenguan Wang, Siyuan Qi, Haibin Ling, Jianbing Shen"
NAS-FCOS: Fast Neural Architecture Search for Object Detection,"Ning Wang, Yang Gao, Hao Chen, Peng Wang, Zhi Tian, Chunhua Shen, Yanning Zhang"
Nonparametric Object and Parts Modeling With Lie Group Dynamics,"David S. Hayden, Jason Pacheco, John W. Fisher III"
Holistically-Attracted Wireframe Parsing,"Nan Xue, Tianfu Wu, Song Bai, Fudong Wang, Gui-Song Xia, Liangpei Zhang, Philip H.S. Torr"
Enhancing Generic Segmentation With Learned Region Representations,"Or Isaacs, Oran Shayer, Michael Lindenbaum"
A Neural Rendering Framework for Free-Viewpoint Relighting,"Zhang Chen, Anpei Chen, Guli Zhang, Chengyuan Wang, Yu Ji, Kiriakos N. Kutulakos, Jingyi Yu"
Strip Pooling: Rethinking Spatial Pooling for Scene Parsing,"Qibin Hou, Li Zhang, Ming-Ming Cheng, Jiashi Feng"
What's Hidden in a Randomly Weighted Neural Network?,"Vivek Ramanujan, Mitchell Wortsman, Aniruddha Kembhavi, Ali Farhadi, Mohammad Rastegari"
Attribution in Scale and Space,"Shawn Xu, Subhashini Venugopalan, Mukund Sundararajan"
OASIS: A Large-Scale Dataset for Single Image 3D in the Wild,"Weifeng Chen, Shengyi Qian, David Fan, Noriyuki Kojima, Max Hamilton, Jia Deng"
Learning Texture Invariant Representation for Domain Adaptation of Semantic Segmentation,"Myeongjin Kim, Hyeran Byun"
Probabilistic Regression for Visual Tracking,"Martin Danelljan, Luc Van Gool, Radu Timofte"
CONSAC: Robust Multi-Model Fitting by Conditional Sample Consensus,"Florian Kluger, Eric Brachmann, Hanno Ackermann, Carsten Rother, Michael Ying Yang, Bodo Rosenhahn"
VQA With No Questions-Answers Training,"Ben-Zion Vatashsky, Shimon Ullman"
3DRegNet: A Deep Neural Network for 3D Point Registration,"G. Dias Pais, Srikumar Ramalingam, Venu Madhav Govindu, Jacinto C. Nascimento, Rama Chellappa, Pedro Miraldo"
Deep Global Registration,"Christopher Choy, Wei Dong, Vladlen Koltun"
MCEN: Bridging Cross-Modal Gap between Cooking Recipes and Dish Images with Latent Variable Model,"Han Fu, Rui Wu, Chenghao Liu, Jianling Sun"
SEAN: Image Synthesis With Semantic Region-Adaptive Normalization,"Peihao Zhu, Rameen Abdal, Yipeng Qin, Peter Wonka"
CycleISP: Real Image Restoration via Improved Data Synthesis,"Syed Waqas Zamir, Aditya Arora, Salman Khan, Munawar Hayat, Fahad Shahbaz Khan, Ming-Hsuan Yang, Ling Shao"
NETNet: Neighbor Erasing and Transferring Network for Better Single Shot Object Detection,"Yazhao Li, Yanwei Pang, Jianbing Shen, Jiale Cao, Ling Shao"
Robust Reference-Based Super-Resolution With Similarity-Aware Deformable Convolution,"Gyumin Shim, Jinsun Park, In So Kweon"
Neural Network Pruning With Residual-Connections and Limited-Data,"Jian-Hao Luo, Jianxin Wu"
Detailed 2D-3D Joint Representation for Human-Object Interaction,"Yong-Lu Li, Xinpeng Liu, Han Lu, Shiyi Wang, Junqi Liu, Jiefeng Li, Cewu Lu"
Search to Distill: Pearls Are Everywhere but Not the Eyes,"Yu Liu, Xuhui Jia, Mingxing Tan, Raviteja Vemulapalli, Yukun Zhu, Bradley Green, Xiaogang Wang"
Neural Cages for Detail-Preserving 3D Deformations,"Wang Yifan, Noam Aigerman, Vladimir G. Kim, Siddhartha Chaudhuri, Olga Sorkine-Hornung"
A Programmatic and Semantic Approach to Explaining and Debugging Neural Network Based Object Detectors,"Edward Kim, Divya Gopinath, Corina Pasareanu, Sanjit A. Seshia"
Boosting Semantic Human Matting With Coarse Annotations,"Jinlin Liu, Yuan Yao, Wendi Hou, Miaomiao Cui, Xuansong Xie, Changshui Zhang, Xian-Sheng Hua"
Fashion Outfit Complementary Item Retrieval,"Yen-Liang Lin, Son Tran, Larry S. Davis"
